target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
CC(=O)N[C@H](C)c1ccc(C)cc1,CC(=O)N[C@H](C)c1ccc(C)cc1,CC(=O)N[C@@H](C)c1ccc(C)cc1,CC(=O)N[C@H](C)/c1ccc(C)cc1,CC[C@@H](NC(C)=O)c1ccc(C)cc1,CC[C@H](NC(C)=O)c1ccc(C)cc1,1,-0.04374929890036583,-0.0018228874541819096,24
CC(=O)N[C@@H](C)C(C)(C)C,CC(=O)N[C@@H](C)C(C)(C)C,CC(=O)N[C@H](C)C(C)(C)C,CC[C@@H](NC(C)=O)C(C)(C)C,CC[C@H](NC(C)=O)C(C)(C)C,CC(=O)N[C[C@@H](C)C(C)(C)C,1,-0.3794334828853607,-0.017246976494789124,22
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,1,-0.5396066904067993,-0.028400352224707603,19
CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[CO[C@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,COc1ccccc1[C@H](C)NC(C)=O,1,-0.09230982512235641,-0.004395706113427877,21
CCOC(=O)[C@H](C)Cc1ccccc1,CCOC(=O)[C@H](C)Cc1ccccc1,CCOC(=O)[C@@H](C)Cc1ccccc1,CCOC(=O)[CC@H](C)Cc1ccccc1,CCOC(=O)[C=C(C)Cc1ccccc1,CCOC(=O)[CH](C)Cc1ccccc1,1,-0.046328429132699966,-0.0021058376878499985,22
CC(=O)O[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(=O)O[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(=O)O[C@@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(=O)OC[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(=O)O[C@H](C)c1cc(C(N)(F)F)cc(C(F)(F)F)c1,CC(=O)O[C@H](C)c1cc(C(2)(F)F)cc(C(F)(F)F)c1,1,-0.009460329078137875,-0.00024257253971882164,39
C[C@H](Cc1ccccc1)C(=O)O,C[C@H](Cc1ccccc1)C(=O)O,C[C@@H](Cc1ccccc1)C(=O)O,C[CC@H](Cc1ccccc1)C(=O)O,C[COP(=O)[C@@H](C)Cc1ccccc1,C[CH](Cc1ccccc1)C(=O)O,1,-0.045782435685396194,-0.002081019803881645,22
C[C@@H]1c2ccccc2CCN1C,C[C@@H]1c2ccccc2CCN1C,C[C@H]1c2ccccc2CCN1C,C[CH]1c2ccccc2CCN1C,C[C]1c2ccccc2CCN1C,C[C/C1c2ccccc2CCN1C,1,-0.18886640667915344,-0.009940337389707565,19
C[C@H](C(=O)O)c1ccc(F)cc1,C[C@H](C(=O)O)c1ccc(F)cc1,C[C@@H](C(=O)O)c1ccc(F)cc1,COc1ccc([C@H](C)C(=O)O)cc1,C[C=C(C(=O)O)c1ccc(F)cc1,C[CH](C(=O)O)c1ccc(F)cc1,1,-0.012547598220407963,-0.0005228166119195521,24
COCCCOc1cc(C[C@@H](C(=O)OC(C)(C)C)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C(=O)OC(C)(C)C)C(C)C)ccc1OC,COCCCOc1cc(C[C@H](C(=O)OC(C)(C)C)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C(=O)OC(C)(C)C)C(C)C)c1OC,COCCCOc1cc(C[C@@H](C(=O)OC(C)(C)C)C(C)C)CCc1OC,COCCCOc1cc(C[C@@H](C(=O)OC(C)(C)C)C(C)C)n1OC,1,-0.040447816252708435,-0.001064416253939271,38
Cc1cccc([C@H]2Cc3ccccc3S2(=O)=O)c1,Cc1cccc([C@H]2Cc3ccccc3S2(=O)=O)c1,Cc1cccc([C@H]2CCc3ccccc3S2(=O)=O)c1,Cc1cccc([C@@H]2Cc3ccccc3S2(=O)=O)c1,Cc1cccc([C@@H]2CCc3ccccc3S2(=O)=O)c1,Cc1cccc([C@H]2CSc3ccccc3S2(=O)=O)c1,1,-0.21472826600074768,-0.006926718167960644,31
CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@H](C)B1OC(C)(C)C(C)(C)O1,CCCCCC[CC@@H](C)B1OC(C)(C)C(C)(C)O1,CCCCCC[C(@@H](C)B1OC(C)(C)C(C)(C)O1,CCCCCC[CH](C)B1OC(C)(C)C(C)(C)O1,1,-0.03925245627760887,-0.0014018734218552709,28
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[CO)c1ccc([C@H](C)C(C)C)cc1,CC[C[C@@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,1,-0.15377068519592285,-0.008093194104731083,19
CCOC(=O)[C@@H]1CCCN(C(C)=O)C1,CCOC(=O)[C@@H]1CCCN(C(C)=O)C1,CCOC(=O)[C@H]1CCCN(C(C)=O)C1,CCOC(=O)[CC@@H]1CCCN(C(C)=O)C1,CCOC(=O)[CC@H]1CCCN(C(C)=O)C1,CCOC(=O)[C@@]1CCCN(C(C)=O)C1,1,-0.2797929048538208,-0.010761265642940998,26
C[C@H]1CCCO1,C[C@@H]1CCCO1,C[C@H]1CCCO1,C[CO[C@@H]1CCCO1,C[CC@@H]1CCCO1,C[CO[C@H]1CCCO1,2,-2.198880195617676,-0.18324001133441925,12
CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)NC[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[CC@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C[C@@H](CC1CC1)C(=O)OCc1ccccc1,1,-0.051565930247306824,-0.0012577056186273694,41
C[C@@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[CC@@H](Cc1ccccc1)c1ccccc1,C[C[C@@H](Cc1ccccc1)c1ccccc1,C[C/C(=O)C[C@H](C)c1ccccc1,1,-0.045437876135110855,-0.0020653579849749804,22
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,1,-0.5396066904067993,-0.028400352224707603,19
COC(=O)C[C@@H](NC(C)=O)C(C)(C)C,COC(=O)C[C@@H](NC(C)=O)C(C)(C)C,COC(=O)C[C@H](NC(C)=O)C(C)(C)C,COC(=O)C[CC@@H](NC(C)=O)C(C)(C)C,COC(=O)C[C@@H](NC(C)=O)C(CC)(C)C,COC(=O)C[CH](NC(C)=O)C(C)(C)C,1,-0.02164282836019993,-0.000772958155721426,28
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C[C@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[CC@H](C)C(=O)OC,2,-0.7451332211494446,-0.03386969119310379,22
C[C@H]1CCOC(=O)C1,CCOC(=O)[C@H]1CCC(=O)OCC1,CCOC(=O)[C@@H]1CCC(=O)OCC1,CCOC(=O)[C@H]1CCCNC(=O)C1,CCOC(=O)[C@H]1CCC(=O)C1,CCOC(=O)[C@@H]1CCCNC(=O)C1,0,-12.41427993774414,-0.6896822452545166,18
COc1ccccc1[C@@H](C)NC(C)=O,COc1ccccc1[C@@H](C)NC(C)=O,COc1ccccc1[C@H](C)NC(C)=O,CC(=O)N[C@H](C)c1ccccc1OC,CC(=O)N[C@@H](C)c1ccccc1OC,COc1ccccc1[C[C@@H](C)NC(C)=O,1,-0.1771376132965088,-0.008051709271967411,22
CCCC[C@H](C)OC(=O)c1ccccc1,CCCC[C@H](C)OC(=O)c1ccccc1,CCCC[C@@H](C)OC(=O)c1ccccc1,CCCC[C@H](C)OC(=O)c1cccs1,CC1[C@H](C)OC(=O)c1ccccc1,CCCC[C@@H](C)OC(=O)c1cccs1,1,-0.3654535710811615,-0.016611525788903236,22
CC(=O)N[C@@H]1CCc2ccccc21,CC(=O)N[C@@H]1CCc2ccccc21,CC(=O)N[C@H]1CCc2ccccc21,CC(=O)N[CC@@H]1CCc2ccccc21,CC(=O)N[C[C@@H]1CCc2ccccc21,CC(=O)N[C/C1=CCc2ccccc21,1,-0.06382071226835251,-0.0030390815809369087,21
COc1cccc2c1C[C@@H](NC(C)=O)CC2,COc1cccc2c1C[C@@H](NC(C)=O)CC2,COc1cccc2c1C[C@H](NC(C)=O)CC2,COc1cccc2c1C[CC@@H](NC(C)=O)CC2,COc1cccc3c1C[C@@H](NC(C)=O)CC2,COc1cccc2c1C[CC@H](NC(C)=O)CC2,1,-0.36152929067611694,-0.014461171813309193,25
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
CC(C)[C@@H](C)c1ccccc1,CC(C)[C@@H](C)c1ccccc1,CC(C)[C@H](C)c1ccccc1,CC(C)[C[C@@H](C)c1ccccc1,CC(C)[CC@@H](C)c1ccccc1,CC(C)[C@@H](C)/c1ccccc1,1,-0.09056667238473892,-0.005031481850892305,18
CCOC(=O)C[C@@H](C)NC(C)=O,CCOC(=O)C[C@@H](C)NC(C)=O,CCOC(=O)C[C@H](C)NC(C)=O,CCOC(=O)C[CC@@H](C)NC(C)=O,CCOC(=O)C[C]@@H](C)NC(C)=O,CCOC(=O)C[C#H](C)NC(C)=O,1,-0.04229098558425903,-0.0018387384479865432,23
CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C[C@@H](C)c1ccccc1,CC(=O)N[CC@@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,1,-0.1769879013299942,-0.008427995257079601,21
CCOC(=O)[C@@H](C)[C@H](C(=O)OCc1ccccc1)c1ccsc1,CCOC(=O)[C@@H](C)[C@H](C(=O)OCc1ccccc1)c1ccsc1,CCOC(=O)[C@H](C)[C@H](C(=O)OCc1ccccc1)c1ccsc1,CCOC(=O)[C@@H](C)[C@@H](C(=O)OCc1ccccc1)c1ccsc1,CCOC(=O)[C@H](C)[C@@H](C(=O)OCc1ccccc1)c1ccsc1,CCOC(=O)[C@@H](C)[C@H](C(=O)OCc1ccccc1)c1ccSc1,1,-0.0644146203994751,-0.0017409357242286205,37
COc1ccc([C@@H]2Cc3ccccc3O2)cc1,COc1ccc([C@@H]2Cc3ccccc3O2)cc1,COc1ccc([C@H]2Cc3ccccc3O2)cc1,COc1ccc([CC@@H]2Cc3ccccc3O2)cc1,COc1ccc([C[C@@H]2Cc3ccccc3O2)cc1,COc1ccc([CO@@H]2Cc3ccccc3O2)cc1,1,-0.03872722014784813,-0.0015490888617932796,25
COC(=O)[C@H]1COc2ccc(C(C)(C)C)cc2O1,COC(=O)[C@H]1COc2ccc(C(C)(C)C)cc2O1,COC(=O)[C@@H]1COc2ccc(C(C)(C)C)cc2O1,COC(=O)[C@H]1COc2ccccc(C(C)(C)C)cc2O1,COC(=O)[C@H]1COc2cc(C(C)(C)C)cc2O1,COC(=O)[C@H]1COc2ccc(C(C)(C)C)cc2N1,1,-0.0671481117606163,-0.0021660681813955307,31
CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)NC[C@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[CC@@H](CC1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C[C@@H](CC1CC1)C(=O)OCc1ccccc1,1,-0.051565930247306824,-0.0012577056186273694,41
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C[C@@H](C)c1ccccc1,CC(=O)N[CC@@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,1,-0.1769879013299942,-0.008427995257079601,21
CC(C)C[C@H](C#N)CC(=O)[O-],CC(C)C[C@H](C#N)CC(=O)[O-],CC(C)C[C@@H](C#N)CC(=O)[O-],CC(C)C[C@H](C#N)CC(=O)[O-].C,CC(C)C[C@H](C#N)CC(=O)[O+],CC(C)C[C@@H](C#N)CC(=O)[O-].C,1,-0.05455341935157776,-0.002273059217259288,24
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,CC[C@H](C)c1ccc(OC)cc1,C[CH](Cc1ccccc1)c1ccccc1,1,-0.012653599493205547,-0.000575163634493947,22
CCOC(=O)C[C@H]1Nc2ccccc2OC1=O,CCOC(=O)C[C@H]1Nc2ccccc2OC1=O,CCOC(=O)C[C@@H]1Nc2ccccc2OC1=O,CCOC(=O)C[C]]1Nc2ccccc2OC1=O,CCOC(=O)C[C/Nc2ccccc2OC1=O,CCOC(=O)C[C=Nc2ccccc2OC1=O,1,-0.13585595786571503,-0.005031702108681202,27
CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[CH](C)c1ccccc1,CCOC(=O)C[C]C)c1ccccc1,1,-0.08735217899084091,-0.003797920886427164,23
COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1[C@@H](NC(C)=O)CC2,COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1[C@H](NC(C)=O)CC2,COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1[C@@H](NC(C)=O)CC2,COc1cc2c(c(OC)c1OC(-c1ccc(O)cc1[C@H](NC(C)=O)CC2,COc1cc2c(c(OC)c1OC(-c1ccc(O)cc1[C@@H](NC(C)=O)CC2,COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1[C[C@H](NC(C)=O)CC2,2,-1.3942439556121826,-0.034856099635362625,40
CC(C)[C@H](C)c1ccccc1,CC(C)[C@H](C)c1ccccc1,CC(C)[C@@H](C)c1ccccc1,CC(C)[C[C@H](C)c1ccccc1,CC(C)[CC@H](C)c1ccccc1,CC(C)[C@H](C)/C(=O)C1,1,-0.1650933474302292,-0.009171852841973305,18
COc1cccc2c1C[C@H](NC(C)=O)CC2,COc1cccc2c1C[C@H](NC(C)=O)CC2,COc1cccc2c1C[C@@H](NC(C)=O)CC2,COc1cccc3c1C[C@H](NC(C)=O)CC2,COc1cccc3c1C[C@@H](NC(C)=O)CC2,COc1cccc2c1C[CNC(C)=O)CC2,1,-0.5075656175613403,-0.020302625373005867,25
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[CO[C@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,COc1ccccc1[C@H](C)NC(C)=O,1,-0.09230982512235641,-0.004395706113427877,21
C[C@@H](c1ccccc1)P(=O)(O)O,C[C@@H](c1ccccc1)P(=O)(O)O,C[C@H](c1ccccc1)P(=O)(O)O,C[C@@H](c1ccccc1)CP(=O)(O)O,C[C@@H](c1ccccc1)CON(=O)(O)O,C[C@@H](c1ccccc1)PH(=O)(O)O,1,-0.06226710230112076,-0.002707265317440033,23
CC[C@@H](CC(=O)OC)NC(C)=O,CC[C@@H](CC(=O)OC)NC(C)=O,CC[C@H](CC(=O)OC)NC(C)=O,CC[C[C@@H](CC(=O)OC)NC(C)=O,CC[C[C@H](CC(=O)OC)NC(C)=O,CC[CC@@H](CC(=O)OC)NC(C)=O,1,-0.54105544090271,-0.025764545425772667,21
CCCC[C@@H]1CCC(=O)C1,CCCC[C@@H]1CCC(=O)C1,CCCC[C@H]1CCC(=O)C1,CCCC[C@@H]1CCCC(=O)C1,CC1CCCC[C@@H]1CCC(=O)C1,CCCC[C@H]1CCCC(=O)C1,1,-0.0803690105676651,-0.004464944824576378,18
C[C@H](CC(=O)c1ccccc1)S(=O)(=O)c1ccccc1,C[C@H](CC(=O)c1ccccc1)S(=O)(=O)c1ccccc1,C[C@@H](CC(=O)c1ccccc1)S(=O)(=O)c1ccccc1,C[CC@H](CC(=O)c1ccccc1)S(=O)(=O)c1ccccc1,C[C[C@H](CC(=O)c1ccccc1)S(=O)(=O)c1ccccc1,C[C]@H](CC(=O)c1ccccc1)S(=O)(=O)c1ccccc1,1,-0.027024857699871063,-0.000794848776422441,34
C[C@@H](Cc1ccccc1)C(=O)O,C[C@@H](Cc1ccccc1)C(=O)O,C[C@H](Cc1ccccc1)C(=O)O,C[C@@H](CCO1ccccc1)C(=O)O,C[CH](Cc1ccccc1)C(=O)O,F[C@@H](Cc1ccccc1)C(=O)O,1,-0.01916954666376114,-0.0008713430142961442,22
COCOC[C@@H](NC(C)=O)c1ccccc1,COCOC[C@@H](NC(C)=O)c1ccccc1,COCOC[C@H](NC(C)=O)c1ccccc1,COCOC[C[C@@H](NC(C)=O)c1ccccc1,CCOC[C@@H](NC(C)=O)c1ccccc1,COCOC[C=C([C@@H](NC(C)=O)c1ccccc1,1,-0.29114797711372375,-0.01265860814601183,23
CC[C@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,CC[C]@H](C)c1ccc(OC)cc1,CC[C#@H](C)c1ccc(OC)cc1,1,-0.12499019503593445,-0.006578431464731693,19
COC(=O)C[C@H](NC(C)=O)c1ccccc1,COC(=O)C[C@H](NC(C)=O)c1ccccc1,COC(=O)C[C@@H](NC(C)=O)c1ccccc1,COC(=O)C[C@](NC(C)=O)c1ccccc1,C(=O)C[C@H](NC(C)=O)c1ccccc1,COOCC[C@@H](NC(C)=O)c1ccccc1,1,-0.1091417744755745,-0.004042287822812796,27
C[C@@H](C[N+](=O)[O-])c1ccccc1,C[C@@H](C[N+](=O)[O-])c1ccccc1,C[C@H](C[N+](=O)[O-])c1ccccc1,C[CC@@H](C[N+](=O)[O-])c1ccccc1,C[C[C@@H](C[N+](=O)[O-])c1ccccc1,C[CC@H](C[N+](=O)[O-])c1ccccc1,1,-0.09519859403371811,-0.003807943779975176,25
CCOC(=O)[C@@H](C)Cc1ccccc1,CCOC(=O)[C@@H](C)Cc1ccccc1,CCOC(=O)[C@H](C)Cc1ccccc1,CCOC(=O)[C/C(=O)[C@@H](C)Cc1ccccc1,CCOC(=O)[CC@@H](C)Cc1ccccc1,CCOC(=O)[C[C@@H](C)Cc1ccccc1,1,-0.16678255796432495,-0.0075810253620147705,22
CC(C)=CCC[C@@H](C)CCO,CC(C)=CCC[C@@H](C)CCO,CC(C)=CCC[C@H](C)CCO,CC(C)CCC[C@@H](C)CCO,CC(C)CCCC[C@@H](C)CCO,CC(C)=CC/C[C@@H](C)CCO,1,-0.022762104868888855,-0.0012645614333450794,18
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,CC[C@H](C)c1ccc(OC)cc1,C[CH](Cc1ccccc1)c1ccccc1,1,-0.012653599493205547,-0.000575163634493947,22
CC1(C)OB([C@@H](CCCc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@@H](CCc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@H](CCc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@@H](CCCCc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@H](CCCCc2ccccc2)N2CCOC2=O)OC1(C)C,CC1(C)OB([C@@H](CCCN2CCOC2=O)OC1(C)C,0,-13.412277221679688,-0.36249399185180664,37
CC[C@H](C)C(=O)O,CC[C@H](C)C(=O)O,CC[C@@H](C)C(=O)O,CC[CC@H](C)C(=O)O,CC[C[C@H](C)C(=O)O,CC[C=C@H](C)C(=O)O,1,-0.05130456015467644,-0.0032065350096672773,16
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C[C@@H](C)c1ccccc1,CC(=O)N[CC@@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,1,-0.1769879013299942,-0.008427995257079601,21
CCOC(=O)C[C@@H](C)Oc1ccccc1Br,CCOC(=O)C[C@@H](C)Oc1ccccc1Br,CCOC(=O)C[C@H](C)Oc1ccccc1Br,COC(=O)C[C@@H](C)Oc1ccccc1Br,COC(=O)C[C@H](C)Oc1ccccc1Br,OCCOC(=O)C[C@@H](C)Oc1ccccc1Br,1,-0.43958017230033875,-0.017583206295967102,25
CCOC(=O)[C@H]1CCCC[C@H]1NC(=O)c1ccc(OC(F)F)cc1,CCOC(=O)[C@H]1CCCC[C@H]1NC(=O)c1ccc(OC(F)F)cc1,CCOC(=O)[C@@H]1CCCC[C@@H]1NC(=O)c1ccc(OC(F)F)cc1,CCOC(=O)[C@H]1CCCC[C@@H]1NC(=O)c1ccc(OC(F)F)cc1,CCOC(=O)[C@@H]1CCCC[C@H]1NC(=O)c1ccc(OC(F)F)cc1,CCOC(=O)[C@H]1CCCC[C@H]1NC(=O)ccc1ccc(OC(F)F)cc1,1,-0.10112674534320831,-0.0025281687267124653,40
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
CCOC(=O)C[C@@H](Sc1ccc(F)cc1)c1ccccc1,CCOC(=O)C[C@H](Sc1ccc(F)cc1)c1ccccc1,CCOC(=O)C[C@@H](Sc1ccc(F)cc1)c1ccccc1,CCOC(=O)C[C@H](B1ccc(F)cc1)c1ccccc1,CCOC(=O)C[C[C@H](Sc1ccc(F)cc1)c1ccccc1,CCOC(=O)C[C@@H](B1ccc(F)cc1)c1ccccc1,2,-1.7655528783798218,-0.056953318417072296,31
Cc1ccccc1C[C@H](C)C(=O)O,Cc1ccccc1C[C@@H](C)C(=O)O,Cc1ccccc1C[C@H](C)C(=O)O,Cc1ccccC1C[C@@H](C)C(=O)O,Cc1ccccc1C[C[C@@H](C)C(=O)O,Cc1ccccc1C[C@@H](F)C(=O)O,2,-3.3161473274230957,-0.1441803127527237,23
CC(=O)N[C@@H](C)CC(=O)c1ccccc1,CC(=O)N[C@@H](C)CC(=O)c1ccccc1,CC(=O)N[C@H](C)CC(=O)c1ccccc1,CC(=O)N[C/C(C)CC(=O)c1ccccc1,CC(=O)N[CH](C)CC(=O)c1ccccc1,CC(=O)N[C(C)CC(=O)c1ccccc1,1,-0.0393536314368248,-0.0015136011643335223,26
CC(=O)N[C@@H](C)C(=O)O,CC(=O)N[C@@H](C)C(=O)O,CC(=O)N[C@H](C)C(=O)O,CC(=O)N[C(=O)O[C@@H](C)C(=O)O,CC(=O)N[C=O)C[C@@H](C)C(=O)O,CC(=O)N[C[C@@H](C)C(=O)O,1,-0.21762418746948242,-0.01036305632442236,21
CC(C)(C)OC(=O)NC1CCN(C(=O)C[C@@H](Cc2ccccc2)C(=O)O)CC1,CC(C)(C)OC(=O)N1CCN(C(=O)C[C@H](Cc2ccccc2)C(=O)O)CC1,CC(C)(C)OC(=O)N1CCN(C(=O)C[C@@H](Cc2ccccc2)C(=O)O)CC1,CC(C)(C)OC(=O)N1CCN(C(=O)C[C@H](CCc2ccccc2)C(=O)O)CC1,CC(C)(C)OC(=O)NC1CCN(C(=O)C[C@H](Cc2ccccc2)C(=O)O)CC1,CC(C)(C)OC(=O)NC1CCN(C(=O)C[C@@H](Cc2ccccc2)C(=O)O)CC1,5,-7.743244647979736,-0.16833139955997467,46
C[C@H]1CCCC(=O)C1,C[C@H]1CCCC(=O)C1,C[C@@H]1CCCC(=O)C1,C[C]O[C@H]1CCCC(=O)C1,C[C=CC(=O)C1.CCCC(=O)C1,C[CC@H]1CCCC(=O)C1,1,-0.09570200741291046,-0.00562952971085906,17
CC(=O)N1c2ccccc2OC[C@H]1Cc1ccccc1,CC(=O)N1c2ccccc2OC[C@H]1Cc1ccccc1,CC(=O)N1c2ccccc2OC[C@@H]1Cc1ccccc1,CC(=O)N1c2ccccc2OC[Ccc@H]1Cc1ccccc1,CC(=O)N1c2ccccc2OC[C]@H]1Cc1ccccc1,CC(=O)N1c2ccccc2OC[CC@H]1Cc1ccccc1,1,-0.11563657224178314,-0.003987467847764492,29
