Reactant,product,a_nbo,b_nbo,r2_nbo,a_bond,b_bond,r2_bond,a_vbur,b_vbur,r2_vbur,a_l,b_l,r2_l,a_b1,b_b1,r2_b1,a_b5,b_b5,r2_b5
COC(=O)/C(=C/c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)NC(C)=O,COC(=O)[C@H](Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc(OCc2ccccc2)c[n+]1[O-])NC(=O)OCc1ccccc1,COC(=O)[C@H](Cc1ccc(OCc2ccccc2)c[n+]1[O-])NC(=O)OCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc([N+](=O)[O-])c(O)c1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccc([N+](=O)[O-])c(O)c1)NC(=O)OCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc([N+](=O)[O-])cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc([N+](=O)[O-])cc1)NC(C)=O,-1.2702920296996463,8.040578503457372,0.046115822684534846,-38.25115188098891,-12.058073980857248,0.1287547447390689,-26.023853493576205,25.29152138248903,0.3171887363895346,-0.2968005975867545,8.129125168670448,0.011333235296058675,0.015676843986662446,5.617732119187931,3.21378740032463e-05,1.0818546358289642,-5.7807698308918445,0.011400339769026546
COC(=O)/C(=C/c1ccc([N+](=O)[O-])cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(C)=O,-6.812623446848635,17.00127592584651,0.6314682143921179,133.70494500600978,70.00050674390637,0.8548240718705037,-15.575868664950379,18.558130017716707,0.15891617755975318,0.7176353063975675,-0.20956387902189366,0.2111486625830573,0.1400791912751341,5.952489549481259,0.0005633582054315189,-0.48552196534222714,10.540119164718753,0.06164495002317538
COC(=O)/C(=C/c1ccc2ccccc2c1)CC(=O)O,COC(=O)[C@H](CC(=O)O)Cc1ccc2ccccc2c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccc2ccccc2c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O,136.8003116638759,-200.8106299916949,0.03385726940404876,-987.4795724310593,-455.1510928243011,0.44262463991802126,-329.5562880250442,221.92680587884053,0.9860123093895311,1.7024252531380002,-5.130158179486434,0.6302233677370894,2.4351295352244806,-0.10729724848326061,0.20377146634075982,11.101189547579821,-69.17503207364962,0.08930593456690095
COC(=O)/C(=C/c1ccc2ccccc2c1)NC(C)=O,COC(=O)[C@H](Cc1ccc2ccccc2c1)NC(C)=O,0.587167774137027,3.354868553840702,0.008530900920363016,-141.9444139950748,-60.40559142464095,0.6444357511716104,-13.923500644625681,14.299491274940314,0.03412210638291724,0.10851384254372366,3.21198632193786,0.0018929466389979721,-1.6641370085129659,11.05389207885937,0.406663263244434,-0.2152757693276795,6.2533165429325415,0.007853828127582174
COC(=O)/C(=C/c1ccc[nH]1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccc[nH]1)NC(=O)OCc1ccccc1,-73.57154471025211,116.23400641995553,0.3429958343984335,-149.1624780950359,-65.9551169278277,0.4454051744730777,-45.23113961675371,33.16586833002664,0.7571980979559496,0.5456775674736056,-0.6148775171349881,0.8461627582235113,8.923328268160368,-27.14817985219594,0.7712976819000008,-26.312331367637864,187.00904351242312,0.6851367801945104
COC(=O)/C(=C/c1cccc(Br)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(Br)c1)NC(C)=O,1.4145010415933683,2.3027365391321726,0.04047721419143091,-9.093929405669797,0.11538908726735109,0.050258718205941855,-1.2630199451124253,5.365108143666371,0.12996631765232325,-0.12726436488185525,5.687433714419535,0.2570229886987997,-0.05715139190330697,4.702182634370417,0.018296210306323668,-0.04957603248628603,5.032289151269041,0.07018717873968949
COC(=O)/C(=C/c1cccc(Br)c1)NC(C)=O,COC(=O)[C@H](Cc1cccc(Br)c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cccc(Cl)c1)CC(=O)O,COC(=O)[C@H](CC(=O)O)Cc1cccc(Cl)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cccc(Cl)c1)NC(=O)c1ccccc1,COC(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cccc(Cl)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(Cl)c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cccc(Cl)c1)NC(C)=O,COC(=O)[C@H](Cc1cccc(Cl)c1)NC(C)=O,-23.034060618409306,46.44584155960337,0.9963166284172636,141.4795263852502,75.01084964982388,0.9894894930058252,-34.77333372494689,35.26499766378561,0.6589186871275351,0.5817507874504555,0.5488503225813135,0.15456874377391194,2.488804197500395,-2.490740217986012,0.04257619744654151,-2.0308304769459657,25.720534418894065,0.8929682119986376
COC(=O)/C(=C/c1cccc(F)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(F)c1)NC(C)=O,-0.7053012037610901,5.683073144658684,0.47251738180187697,-15.177934230215275,-2.096679572625024,1.0,-13.36951531215472,14.940116322889985,0.957922890992431,0.4993522804298476,0.05202652899183846,0.8559607284313022,0.4353028171904645,2.8294442994566302,0.7197944101083102,-2.020115071538481,25.521278156558758,0.9695528641426525
COC(=O)/C(=C/c1cccc(F)c1)NC(C)=O,COC(=O)[C@H](Cc1cccc(F)c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cccc(OC)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(OC)c1)NC(C)=O,0.0,4.184591440069878,1.0,nofit,nofit,nofit,0.0,4.184591440069878,1.0,0.0,4.184591440069878,1.0,0.0,4.184591440069878,1.0,0.0,4.184591440069878,1.0
COC(=O)/C(=C/c1cccc([N+](=O)[O-])c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc([N+](=O)[O-])c1)NC(C)=O,0.0,3.6635616461296454,1.0,nofit,nofit,nofit,0.0,3.6635616461296454,1.0,0.0,3.6635616461296454,1.0,0.0,3.6635616461296454,1.0,0.0,3.6635616461296454,1.0
COC(=O)/C(=C/c1cccc([N+](=O)[O-])c1)NC(C)=O,COC(=O)[C@H](Cc1cccc([N+](=O)[O-])c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cccc2ccccc12)CC(=O)O,COC(=O)[C@H](CC(=O)O)Cc1cccc2ccccc12,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cccc2ccccc12)NC(C)=O,COC(=O)[C@@H](Cc1cccc2ccccc12)NC(C)=O,0.0,4.305042432287032,0.0,nofit,nofit,nofit,0.0,4.305042432287032,0.0,0.0,4.305042432287032,0.0,0.0,4.305042432287032,0.0,0.0,4.305042432287032,0.0
COC(=O)/C(=C/c1ccccc1)CC(=O)O,COC(=O)[C@H](CC(=O)O)Cc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccccc1)CN(C)C(C)=O,COC(=O)C(Cc1ccccc1)CN(C)C(C)=O,-3.1566213870298037,8.843933186882223,0.1684199140737026,-2.5318869647473656,1.6938207989295728,0.1852322713780521,0.7628236826322893,2.4586347701835605,0.31236733314055964,0.004582306094811315,2.97541068379535,0.0038376546721625715,-0.04916873231800863,3.159248640865991,0.040965553824207745,-0.005929830534762177,3.078935971399534,0.00995574662306975
COC(=O)/C(=C/c1ccccc1)CNC(C)=O,COC(=O)C(CNC(C)=O)Cc1ccccc1,8.75869059163061,-13.812594275848667,0.046093512166487494,-3.4839366127141127,0.5670026344856121,0.0027504575779959684,6.827367495129669,-2.8850599944247755,0.08448553300585948,-0.10165115434032702,3.369651537329127,0.02639770439090683,-1.4204711652861859,5.880913204765999,0.4833391840018395,0.3247305980673501,-1.0626271839000605,0.16570069801467857
COC(=O)/C(=C/c1ccccc1)CNC(C)=O,COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,9.979698795042957,-14.84573273782992,0.053981154146350296,33.91449469176923,20.80899162924837,0.3017735555805652,0.237160025659024,3.3255236288653043,0.0003902104742092849,0.26448155320398853,0.5913653100871326,0.1664009617850466,-0.7645024109258892,5.148634563227792,0.1782531709119196,0.3320009061108227,-0.14926626322885905,0.30836144799571974
COC(=O)/C(=C/c1ccccc1)CNC(C)=O,COC(=O)[C@H](CNC(C)=O)Cc1ccccc1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
COC(=O)/C(=C/c1ccccc1)COC(C)=O,COC(=O)C(COC(C)=O)Cc1ccccc1,0.0,0.0,1.0,0.0,0.0,1.0,-0.0,0.0,1.0,-0.0,0.0,1.0,-0.0,0.0,1.0,0.0,0.0,1.0
COC(=O)/C(=C/c1ccccc1)NC(=O)OC(C)(C)C,COC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,11.98013904055508,-15.866004709658421,1.0,-46.023306690720304,-18.516467496534183,1.0,-9.810294815084735,10.920459585530862,1.0,0.47026557603951386,-1.113037851242272,1.0,1.7250791594162684,-3.8649962722188165,1.0,1.3410452050513413,-9.591726789170222,1.0
COC(=O)/C(=C/c1ccccc1)NC(=O)OC(C)(C)C,COC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccccc1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccccc1)NC(=O)OCc1ccccc1,8.84566744634059,-9.993287587382007,1.0,-33.98181476766826,-11.950285942095412,1.0,-7.243539093414242,9.784792985507735,1.0,0.3472257611556564,0.8997277803584018,1.0,1.2737311738330244,-1.1322109922810126,1.0,0.990175479118994,-5.360605465523721,1.0
COC(=O)/C(=C/c1ccccc1)NC(=O)OCc1ccccc1,COC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccccc1)NC(=O)c1ccccc1,COC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1,-255.7083041224938,392.47613619226587,0.9831605727362194,-143.60743393291176,-61.65885257215574,0.8269046984917667,-7.950372946387123,9.733446766144644,0.5206660200547102,-0.5038645384511857,7.535884987372351,0.6570038755462195,-0.6705815158136331,6.259101677937009,0.6283843119466919,-0.8408128568462531,10.885348964222896,0.8982956769985104
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)C(Cc1ccccc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.3097909361390805,2.7211024095571483,0.0027933952224052927,2.6722765489498017,4.5063591122892594,0.0012663794425962216,-4.889260333524638,6.896817969103822,0.04798589587845736,-0.11855580608922525,4.3838302923092805,0.011003345180946367,0.014989089383905627,3.2063667178905466,5.202320919617254e-05,0.004906325966195962,3.209572138146122,1.3302384009428181e-05
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,-0.7842667128656993,4.49791069967019,0.01646505356921002,7.0457754779921755,6.7124855450893595,0.0180603887016908,-3.215948307324346,5.7443042944774,0.017217632291852247,-0.17950686685567507,4.939213727331611,0.0330502644872227,0.08450617764791395,2.962585975050287,0.001518655884060749,-0.04600859076852149,3.6718233775764313,0.0013956833994377416
COC(=O)/C(=C/c1ccccc1)NC=O,COC(=O)[C@@H](Cc1ccccc1)NC=O,0.0,4.944212337429541,0.0,0.0,4.944212337429541,0.0,0.0,4.944212337429541,0.0,0.0,4.944212337429541,0.0,0.0,4.944212337429541,0.0,0.0,4.944212337429541,0.0
COC(=O)/C(=C/c1ccccc1C)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1C)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccccc1C)NC(C)=O,COC(=O)[C@H](Cc1ccccc1C)NC(C)=O,18.08705641687693,-29.153050904959354,0.25,16.734505277197837,12.15833121494081,0.25,-0.9852878245306518,4.669328483400292,0.25,0.02209681754735656,3.6043977973444403,0.25,0.17014796937857268,3.213222072427958,0.25,-0.08563265619113017,4.703053694298408,0.25
COC(=O)/C(=C/c1ccccc1Cl)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccccc1Cl)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1Cl)NC(C)=O,1.6498505357707656,2.372444628531664,0.03230653851868048,32.511045940256416,21.069108844565424,0.036929495433872694,-3.9604719920898837,7.7979384098132325,0.04397145058269192,0.20450815240018222,3.066775763998203,0.019258744822569063,-0.6105513593003173,7.152583992129006,0.07082124065300632,-0.156051595818691,6.629063765743236,0.012396196436882057
COC(=O)/C(=C/c1ccccc1Cl)NC(C)=O,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccccc1Cl)NC(C)=O,COC(=O)[C@H](Cc1ccccc1Cl)NC(C)=O,-2.5365415925819117,8.834834029724298,0.2172722713286781,17.3166156271446,12.852455080199988,0.27888336985106854,-9.455753350622976,11.781154770548067,0.8606609889912491,0.04461806019131457,3.9476574172694874,0.0254413818799466,-0.218397454530634,5.0778302832141975,0.08779311900883502,-0.269492755883299,6.7392822944487545,0.28554453665077584
COC(=O)/C(=C/c1ccccc1F)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1F)NC(C)=O,-0.8588200233095091,5.866921253875811,0.5312799957166152,-15.177934230215275,-2.096679572625024,1.0,-15.248785810275669,16.323233999331343,0.9449750805624855,0.5624617016519315,-0.5964768758144219,0.8235240364198572,0.5179542455035108,2.4347248985800927,0.7727854035396003,-2.341180816892547,28.78045122119322,0.9875061114538698
COC(=O)/C(=C/c1ccccc1F)NC(C)=O,COC(=O)[C@H](Cc1ccccc1F)NC(C)=O,0.0,12.206067645522225,1.0,0.0,12.206067645522225,1.0,0.0,12.206067645522225,1.0,0.0,12.206067645522225,1.0,0.0,12.206067645522225,1.0,0.0,12.206067645522225,1.0
COC(=O)/C(=C/c1ccccc1OC)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1Cl)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccccc1OC)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1OC)NC(C)=O,8.14953647646625,-1.5171813132935892,1.0,654.3078864929237,329.15935094155935,1.0,-27.760338862577388,30.545526041757654,1.0,2.9494727947522223,-18.807037364299816,1.0,76.85240974754723,-230.85712337069893,1.0,3.8464363655690965,-30.499225774217877,1.0
COC(=O)/C(=C/c1ccccc1OC)NC(C)=O,COC(=O)[C@H](Cc1ccccc1Cl)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1ccccc1OC)NC(C)=O,COC(=O)[C@H](Cc1ccccc1OC)NC(C)=O,-23.37129621846681,45.70269437887258,0.8339680969174621,147.42018707077702,76.42030537802195,0.8312997778446519,-11.088282708041712,14.463616565204882,0.10153939355174635,0.5443265322497355,0.6049099496160872,0.12548321695770193,1.5993593774126345,0.25724796639384984,0.012063600095132965,-0.7576687607377367,12.246402704966385,0.19268241762585225
COC(=O)/C(=C/c1cccnc1)NC(C)=O,COC(=O)[C@H](Cc1cccnc1)NC(C)=O,-0.0,12.206067645522225,1.0,-0.0,12.206067645522225,1.0,0.0,12.206067645522225,1.0,-0.0,12.206067645522225,1.0,-0.0,12.206067645522225,1.0,-0.0,12.206067645522225,1.0
COC(=O)/C(=C/c1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cccs1)NC(C)=O,COC(=O)[C@@H](Cc1cccs1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cccs1)NC(C)=O,COC(=O)[C@H](Cc1cccs1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C/c1cnc2ccccc2c1)NC(C)=O,COC(=O)[C@H](Cc1cnc2ccccc2c1)NC(C)=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C\C(F)F)NC(=O)OCc1ccccc1,COC(=O)[C@H](CC(F)F)NC(=O)OCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C\CCCC1OCCO1)NC=O,COC(=O)[C@@H](CCCCC1OCCO1)NC=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C\[N+](=O)[O-])c1ccccc1,COC(=O)C(C[N+](=O)[O-])c1ccccc1,22.949768636971097,-34.51833567333845,0.605688781560378,-24.98871939523416,-11.039938115070333,0.4970984086583675,-17.798646630873762,13.563722807843353,0.38517694547473436,-0.33277100383727365,4.207036006283321,0.17659600576167778,-0.9273590072877552,3.9926607203887663,0.5201719383786803,-0.6756238288463379,6.071181157713144,0.625314319154729
COC(=O)/C(=C\c1ccc(C)o1)NC=O,COC(=O)[C@@H](Cc1ccc(C)o1)NC=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C\c1ccc(Cl)c(Cl)c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)c(Cl)c1)NC(C)=O,6.771189056094435,-10.142104637607098,0.03160284251959289,-13.529444648245414,-4.835561417288537,0.0325610920092404,-0.9728338061790394,2.815641558650329,0.0034690504115373333,0.16766245298160434,0.24978188070638208,0.040711138737548724,-0.32379433497111415,3.336785585030362,0.05600610884102086,0.2691998850038333,-0.46043187431098875,0.02861704722681313
COC(=O)/C(=C\c1ccc(Cl)c(Cl)c1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Cl)c(Cl)c1)NC(C)=O,9.223741955412114,-14.590301856430438,0.05848286040187023,-18.513029208116524,-7.404822445810252,0.0608011849004626,-2.1161535088146435,3.5786085600103936,0.016369887313059883,0.1971677270516863,-0.07520942137018238,0.05614761685776781,-0.3280698748188435,3.366546850423747,0.05733867629568312,0.14014576938567658,0.8192621345064495,0.0077348716871196155
COC(=O)/C(=C\c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(C)=O,9.203372425194868,-14.616674521567012,0.05432253482930638,-18.681064848802464,-7.5553773229589645,0.057760646227551615,-2.1319612610855483,3.525520339282868,0.015501784220206427,0.22511628819960822,-0.4601977320715762,0.06828813054676786,-0.1949710709962411,2.8270907228654565,0.018894135633894638,0.21543247404245225,0.017727399399506627,0.017052465688865093
COC(=O)/C(=C\c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Cl)cc1)NC(C)=O,8.563282327259378,-13.474772267967916,0.05007377094088883,-17.268606602115945,-6.845896921074154,0.0525517421906837,-1.9313006679192983,3.371347679901146,0.013544612654220023,0.1922032037872579,-0.10433534333983419,0.05300250175813881,-0.24218746386388232,2.973150799796029,0.031040859057160364,0.18756151942564836,0.2681631310849901,0.013762460011701894
COC(=O)/C(=C\c1ccc(F)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(F)cc1)NC(C)=O,9.900114228791164,-15.763298137651248,0.0637730006096916,-19.395715033499496,-7.804718169773745,0.06316998642271021,-2.5046522328487137,3.8906782265376316,0.021706427021202845,0.24254239499122915,-0.5395186329427912,0.08042241586929133,-0.05274154507813409,2.439584602693883,0.0014026934775613897,0.22509916029119623,0.044125252201285825,0.01888787078396159
COC(=O)/C(=C\c1ccc(F)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(F)cc1)NC(C)=O,-1.6146256698279429,5.494775045237224,0.0015772478315692062,2.012838783735421,3.605306944953904,0.000615073482789219,3.1717457827076285,0.41816679891827313,0.03733019686646055,0.28014688879419064,-0.6920379399683623,0.08611713701621615,-0.1840388570541036,3.2207643574504594,0.013356660513670793,0.6003462582531893,-3.565003172955153,0.21975151835771434
COC(=O)/C(=C\c1ccccc1)NC(=O)OC(C)(C)C,COC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C\c1ccccc1)NC(=O)c1ccccc1,COC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C\c1ccccc1)NC(=O)c1ccccc1,COC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(=C\c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.16877368966282044,1.8068410391585465,0.002454733082015381,-2.9315367533060392,0.6254046634533843,0.004735284938884865,2.9242459916508117,-0.021822653337628672,0.02631634244764991,0.10733828326294197,0.980631487281798,0.03673513905914094,-0.5495076848314342,4.156774335919008,0.09734783545985481,0.213966771012914,-0.025296669619832013,0.05544208959000896
COC(=O)/C(=C\c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,1.0139359987646823,0.2976502629452056,0.07738777795588037,-22.466440551986317,-8.831541984764941,0.266981245025943,1.581477914196696,0.7058542995155803,0.007144786264956182,0.3102183844931799,-1.3858488404367004,0.18426754184689542,-0.07692298047080186,2.1840960699141014,0.0015677003178978799,0.17405365659423577,0.21760826583763637,0.030740355439257905
COC(=O)/C(=C\c1ccccc1)NC=O,COC(=O)[C@@H](Cc1ccccc1)NC=O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(C)=C(\c1ccc(OCc2ccccc2)cc1)C1CC1,COC(=O)[C@@H](C)[C@H](c1ccc(OCc2ccccc2)cc1)C1CC1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(C)=C(\c1cccc(O)c1F)C1CC1,COC(=O)[C@@H](C)[C@H](c1cccc(O)c1F)C1CC1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(C)=C(\c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@@H](C)[C@H](c1cccc(OCc2ccccc2)c1)C1CC1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(C)=C(\c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@H](C)[C@@H](c1cccc(OCc2ccccc2)c1)C1CC1,2.417026571280379,0.609705967482189,0.2731533237262517,-8.333382675220701,-0.788694112884917,0.0764617819815746,0.12497668682674763,3.9073827732279063,0.00013778010991394307,0.027452882817810866,3.7661382421401934,0.003432054395466233,0.30221418546421247,2.781920341187748,0.024804392815987897,0.05477742558882915,3.5467925777335356,0.025412522436427776
COC(=O)/C(C)=C(\c1ccccc1)C(F)(F)F,COC(=O)[C@H](C)[C@@H](c1ccccc1)C(F)(F)F,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(C)=C/[C@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COC(=O)[C@@H](C)C[C@H](C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
COC(=O)/C(C)=C/c1ccccc1,COC(=O)[C@@H](C)Cc1ccccc1,-4.465400916055908,9.687042686550448,0.9761348939685366,44.9673801009038,25.438890168951872,0.9686773459351139,39.595789738047635,-28.90938025361107,0.9631013502176794,0.3395357162666628,-1.4020054414515233,0.665994409191093,-0.7163806077146662,4.767176202851014,0.5015026730041765,0.45544397455694297,-2.609382119701232,0.6467938456670795
